Open,High,Low,Close,bband_lower,bband_upper,pct_b,Trade Counter,Buying Price,Units Bought,Buying Amount,Available Capital,Selling Price,Selling Amount,Profit
131.21,131.5,129.7,129.78,127.39211255291326,131.83388744708674,0.5375975829434906,,,0.0,,,131.21,904561.7400000001,137.88000000012107
130.35,130.35,129.05,129.27,127.35933153734094,131.80066846265905,0.43020119724923206,,,,,,,,
131.45,131.45,128.22,128.53,127.2644171493895,131.80358285061055,0.2788139790248356,,,,,,,,
129.45,129.45,128.2,129.31,127.3272426640199,131.8027573359801,0.443023312693485,1.0,129.31,6996.0,904652.76,99.43999999924563,,,
129.26,130.3,128.75,130.11,127.34152243458628,131.84347756541374,0.6149500572443265,,,0.0,,,129.26,904302.96,-349.80000000004657
129.0,130.0,128.55,128.73,127.25655992031649,131.77544007968348,0.32606310141446665,,,,,,,,
130.66,130.66,127.6,128.1,127.12098425832484,131.8060157416752,0.20896673696951173,,,,,,,,
128.75,129.2,128.05,128.76,127.06690349868073,131.79409650131927,0.3581610694495099,,,,,,,,
128.95,129.0,127.5,127.74,126.85660106157646,131.76439893842354,0.17999904653593055,,,,,,,,
127.95,128.43,126.9,127.17,126.55963162236475,131.8073683776352,0.11631078426756866,,,,,,,,
127.35,127.78,123.6,124.09,125.62230936500131,132.41669063499867,-0.22552596095360222,,,,,,,,
124.76,126.0,123.5,124.42,124.91000346260587,132.79499653739418,-0.06214380380023668,,,,,,,,
125.25,126.93,124.05,126.75,124.79761219191761,132.82638780808242,0.2431737915494281,,,,,,,,
126.1,128.1,126.1,127.91,124.71478541812345,132.76621458187654,0.3968506108531827,,,,,,,,
127.86,129.05,127.55,128.94,124.70064662462013,132.71335337537985,0.5290788128465967,1.0,128.94,7013.0,904256.22,146.17999999923632,,,
129.15,129.15,127.74,128.19,124.66602665068676,132.52597334931326,0.44834570569403986,,,0.0,,,129.15,905728.9500000001,1472.7300000000978
129.85,129.85,127.31,127.91,124.67061735852252,132.21138264147743,0.42958274391589324,,,,,,,,
128.05,129.95,128.05,128.3,124.73433197642167,131.8766680235783,0.49922994382178837,1.0,128.3,7060.0,905798.0000000001,77.12999999918975,,,
128.85,129.35,128.6,129.19,124.83442766150574,131.60457233849422,0.6433499646320286,,,0.0,,,128.85,909681.0,3882.9999999998836
129.54,129.54,128.5,129.3,124.99302903824766,131.25697096175236,0.687581560357537,1.0,129.3,7035.0,909625.5000000001,132.62999999907333,,,
129.54,129.69,128.09,128.38,125.01762232215164,131.09237767784836,0.5535000968714272,,,0.0,,,129.54,911313.8999999999,1688.3999999997905
128.92,129.0,127.7,127.84,124.99969617549098,130.96730382450903,0.4759535129586451,,,,,,,,
126.95,128.5,126.55,127.34,124.93862230195293,130.90937769804708,0.40218993054345603,,,,,,,,
127.95,128.7,127.0,128.59,124.95610928616163,130.81989071383836,0.6197179684574537,1.0,128.59,7087.0,911317.3300000001,129.1999999989057,,,
128.55,128.8,128.0,128.36,125.04891500222202,130.552084997778,0.6016686746823785,,,0.0,,,128.55,911033.8500000001,-283.4799999999814
128.41,128.41,125.5,125.73,124.7874396204692,130.51356037953082,0.16460714315869027,,,,,,,,
126.35,126.4,125.11,125.34,124.47963527814878,130.54536472185123,0.14184027326581017,,,,,,,,
125.39,125.39,123.8,124.04,123.93364099672353,130.6193590032765,0.015908389072382904,,,,,,,,
123.55,124.49,122.54,123.64,123.36521359075344,130.77778640924654,0.03707031498712753,,,,,,,,
121.65,122.94,119.11,119.29,121.5953128413264,131.75968715867361,-0.2268032216593986,,,,,,,,
122.05,122.05,117.21,118.39,120.18471244598472,132.6002875540153,-0.14455330746812264,,,,,,,,
119.44,121.01,118.55,120.4,119.4752940691741,132.90770593082587,0.06884139202624166,,,,,,,,
121.4,121.4,117.91,119.52,118.49093939755818,133.16906060244182,0.07010846879363773,,,,,,,,
142.95,142.95,118.6,119.75,117.67393647283073,133.17006352716928,0.13397305790597658,,,,,,,,
118.49,118.49,115.6,117.18,116.45113928994353,133.21686071005652,0.04347326856940988,,,,,,,,
116.49,116.49,109.74,111.62,113.91733606502423,134.0936639349758,-0.11386294274319497,,,,,,,,
111.49,112.5,110.2,111.31,111.79162317446529,134.55937682553474,-0.021153741464637683,,,,,,,,
110.0,110.0,101.05,102.99,107.65865324923548,136.1613467507645,-0.16379691445599845,,,,,,,,
91.26,120.85,91.26,106.36,105.36192003182438,136.1750799681756,0.03239135389675344,,,,,,,,
107.49,107.49,100.0,102.37,102.52024101337065,136.32375898662934,-0.004444537798979946,,,,,,,,
102.55,105.0,97.25,99.2,99.36452909511104,136.56147090488898,-0.0044231887651523475,,,,,,,,
100.9,102.8,92.2,96.08,95.98968278650688,136.76031721349312,0.0022152516084797827,,,,,,,,
94.5,94.5,87.0,89.47,91.51307107313554,137.44992892686443,-0.044475638269405295,,,,,,,,
99.88,99.88,88.0,92.97,88.8319472689757,136.5690527310243,0.08668419861179243,,,,,,,,
87.0,94.83,81.0,83.52,84.45500851378438,136.46199148621562,-0.017978518659312104,,,,,,,,
86.0,90.0,83.07,85.0,81.1077187151983,135.7362812848017,0.07124993047075806,,,,,,,,
