Date,Open,High,Low,Close
8/26/2019,116.9,118,114.02,117.09
8/27/2019,117.2,118,116.7,117.45
8/28/2019,117.8,117.8,116.43,116.86
8/29/2019,117,117.2,115,116.12
8/30/2019,116.9,116.9,115.12,116.61
09/03/19,116.5,116.5,114.2,114.52
09/04/19,116,116,114,114.89
09/05/19,114.89,115.7,114.3,114.98
09/06/19,115.5,116.16,115.04,115.97
09/09/19,116.5,116.8,115.24,116.43
09/11/19,116.99,117.1,115.01,116.78
09/12/19,117.4,117.4,116.22,116.44
9/13/2019,116.9,117.45,116,117.31
9/16/2019,117.2,117.2,115.87,116.4
9/17/2019,116.99,117,114.44,114.66
9/18/2019,114.71,115.3,114.57,114.82
9/19/2019,114.87,114.87,113.11,113.52
9/20/2019,114.2,120.6,113.2,119.55
9/23/2019,120.5,123.65,120.5,123
9/24/2019,123,124.2,122.21,122.69
9/25/2019,123.3,123.3,121.05,121.36
9/26/2019,121.74,122.92,121.4,122.76
9/27/2019,122.76,123.8,121.63,122.09
9/30/2019,122.45,122.45,120.8,121.57
10/01/19,121.8,122.39,119.18,120.5
10/03/19,121.2,121.2,119.37,119.84
10/04/19,120.79,120.79,118,118.22
10/07/19,118.63,126,117.41,117.57
10/09/19,118.3,119.58,117.01,119.43
10/10/19,119.2,119.32,118,118.54
10/11/19,118.9,119.88,118.4,119.74
10/14/2019,120,120.55,119.45,119.89
10/15/2019,120.8,121.19,119.51,120.87
10/16/2019,121.35,121.47,120.75,120.95
10/17/2019,121.14,122.8,120.77,122.48
10/18/2019,122.8,123.7,122.2,123.46
10/22/2019,122,123.7,120.13,122.96
10/23/2019,123.5,123.5,122.21,123
10/24/2019,123.49,123.5,122.21,122.67
10/25/2019 19:00:00,123.8,123.8,121.61,122.54
10/27/2019 19:25:00,124,124,122.89,123.5
10/29/2019,123.9,124.82,123,124.68
10/30/2019,125,125.63,124.68,125.29
10/31/2019,126.5,126.5,125.36,125.5
11/01/19,125.4,126.36,125.24,126.14
11/04/19,126.5,126.7,125.91,126.34
11/05/19,126.6,126.6,125.71,126.06
11/06/19,126.4,126.88,125.5,126.48
11/07/19,126.48,128.89,126.3,126.98
11/08/19,126.69,127.5,125.88,126.06
11/11/19,126.2,126.6,125.5,126.49
11/13/2019,127,127,125.51,125.7
11/14/2019,126.19,126.19,124.97,125.55
11/15/2019,126,126.69,125.72,126.04
11/18/2019,126.6,126.6,125.67,125.73
11/19/2019,126.5,126.7,125.73,126.4
11/20/2019,126.9,127.41,126.53,126.83
11/21/2019,127.7,127.7,126.5,126.6
11/22/2019,126.69,126.69,125.85,126.44
11/25/2019,127.1,127.86,126.2,127.74
11/26/2019,129.5,129.5,127.31,127.51
11/27/2019,127.8,128.19,127.71,127.9
11/28/2019,127.8,128.5,127.8,128.41
11/29/2019,128.6,128.6,127.14,127.51
12/02/19,127.51,129.4,127.38,127.68
12/03/19,128.2,128.2,126.81,126.96
12/04/19,127.3,127.64,126.51,127.47
12/05/19,127,128.1,126.71,127.2
12/06/19,127.6,127.6,126.1,126.23
12/09/19,127.2,127.2,125.83,126.33
12/10/19,126.33,126.65,125.6,125.8
12/11/19,126.4,126.48,125.54,126.22
12/12/19,125.5,127.3,125.5,127.11
12/13/2019,127.11,128,127.1,127.91
12/16/2019,128.5,128.5,127.4,127.53
12/17/2019,128.29,128.8,127.51,128.62
12/18/2019,129,129.43,128.21,129.25
12/19/2019,129.2,130.33,129.05,130.2
12/20/2019,134.95,134.95,129.78,130.34
12/23/2019,131.2,131.25,129.28,129.93
12/24/2019,130.85,130.85,129.22,129.45
12/26/2019,130.35,130.35,128.51,128.69
12/27/2019,128.69,130.65,128.3,129.56
12/30/2019,130.45,130.5,129.19,130.26
12/31/2019,130.21,130.26,129.02,129.15
01/01/20,128.95,131,128.95,129.42
01/02/20,132,134.6,129.4,130.14
01/03/20,129.07,130.85,129.07,129.71
01/06/20,129.4,129.47,127.11,127.37
01/07/20,127.95,128.7,127.31,127.76
01/08/20,126.59,127.75,126.5,127.56
01/09/20,128.95,129.55,128.35,129.34
01/10/20,129.95,130.2,129.3,129.61
1/13/2020,127,130.5,124.4,130.41
1/14/2020,130.75,131.23,129.8,131.01
1/15/2020,131.4,131.45,130,131.01
1/16/2020,131.45,131.5,130,130.91
1/17/2020,131.45,131.45,130.5,131.19
1/20/2020,131.21,131.5,129.7,129.78
1/21/2020,130.35,130.35,129.05,129.27
1/22/2020,131.45,131.45,128.22,128.53
1/23/2020,129.45,129.45,128.2,129.31
1/24/2020,129.26,130.3,128.75,130.11
1/27/2020,129,130,128.55,128.73
1/28/2020,130.66,130.66,127.6,128.1
1/29/2020,128.75,129.2,128.05,128.76
1/30/2020,128.95,129,127.5,127.74
1/31/2020,127.95,128.43,126.9,127.17
02/01/20,127.35,127.78,123.6,124.09
02/03/20,124.76,126,123.5,124.42
02/04/20,125.25,126.93,124.05,126.75
02/05/20,126.1,128.1,126.1,127.91
02/06/20,127.86,129.05,127.55,128.94
02/07/20,129.15,129.15,127.74,128.19
02/10/20,129.85,129.85,127.31,127.91
02/11/20,128.05,129.95,128.05,128.3
02/12/20,128.85,129.35,128.6,129.19
2/13/2020,129.54,129.54,128.5,129.3
2/14/2020,129.54,129.69,128.09,128.38
2/17/2020,128.92,129,127.7,127.84
2/18/2020,126.95,128.5,126.55,127.34
2/19/2020,127.95,128.7,127,128.59
2/20/2020,128.55,128.8,128,128.36
2/24/2020,128.41,128.41,125.5,125.73
2/25/2020,126.35,126.4,125.11,125.34
2/26/2020,125.39,125.39,123.8,124.04
2/27/2020,123.55,124.49,122.54,123.64
2/28/2020,121.65,122.94,119.11,119.29
03/02/20,122.05,122.05,117.21,118.39
03/03/20,119.44,121.01,118.55,120.4
03/04/20,121.4,121.4,117.91,119.52
03/05/20,142.95,142.95,118.6,119.75
03/06/20,118.49,118.49,115.6,117.18
03/09/20,116.49,116.49,109.74,111.62
03/11/20,111.49,112.5,110.2,111.31
03/12/20,110,110,101.05,102.99
3/13/2020,91.26,120.85,91.26,106.36
3/16/2020,107.49,107.49,100,102.37
3/17/2020,102.55,105,97.25,99.2
3/18/2020,100.9,102.8,92.2,96.08
3/19/2020,94.5,94.5,87,89.47
3/20/2020,99.88,99.88,88,92.97
3/23/2020,87,94.83,81,83.52
3/24/2020,86,90,83.07,85
3/25/2020,85,90,84,89.46
3/26/2020,92,94.8,84,92.68
3/27/2020,93,96.4,90.87,91.26
3/30/2020,90,92.5,88.65,89.17
3/31/2020,90,92.65,89.7,91.94
04/01/20,91.94,91.94,89,89.35
04/03/20,90,91.2,86.35,86.59
04/07/20,90,92.8,88.25,92.41
04/08/20,91,98,90.65,92.82
04/09/20,93.95,96.5,93.4,96.23
4/13/2020,96.95,96.95,94.08,95.62
4/15/2020,97,97.9,94.55,95.2
4/16/2020,96,96,94,95.68
4/17/2020,98,98.7,96.4,98.21
4/20/2020,100.1,100.96,97.8,97.99
4/21/2020,91.1,105.99,91.1,95.6
4/22/2020,102,102,94.05,97.38
4/23/2020,96.28,98.85,96.28,98.62
4/24/2020,97.1,98.14,96.1,97.1
4/27/2020,97.15,99.05,97.1,98.43
4/28/2020,100.1,100.1,98.3,99.35
4/29/2020,100,101.7,99.4,101.12
4/30/2020,102,104.69,101.61,104.18
05/04/20,104.18,104.21,98.12,98.8
05/05/20,95.8,102.5,92.9,97.65
05/06/20,98.5,99,96.76,98.5
05/07/20,98.05,99,97.1,97.6
05/08/20,98.49,99.36,98,98.12
05/11/20,98.99,99.97,98.01,98.21
05/12/20,98.19,98.85,96.21,97.96
5/13/2020,95.9,106.8,95.9,99.69
5/14/2020,97.7,99.39,97.11,97.42
5/15/2020,97.5,98.9,96.37,97.08
5/18/2020,97.85,97.9,93.75,93.93
5/19/2020,95.01,95.99,94.2,94.34
5/20/2020,95.65,96.79,94.02,96.25
5/21/2020,97.45,97.46,95.5,96.69
5/22/2020,99,99,94.8,96.11
5/26/2020,98,98,84.6,96.21
5/27/2020,96.95,98.79,95.52,98.6
5/28/2020,98.95,100.7,98.7,100.37
5/29/2020,99.9,101.76,98.8,101.38
06/01/20,102,105.28,102,104.42
06/02/20,102,106,95,105.89
06/03/20,106.88,107.84,106.11,106.36
06/04/20,106.36,107.17,105.1,106.27
06/05/20,106.27,107.95,106.25,107.66
06/08/20,108.5,109.45,107.67,108.1
06/09/20,109,109.1,106.6,106.85
06/10/20,107.4,107.9,104.21,107.52
06/11/20,107.05,107.88,105.11,105.3
06/12/20,103.87,105.91,102.2,105.72
6/15/2020,105.65,105.72,103.39,104.51
6/16/2020,106.25,106.87,103.37,105.21
6/17/2020,104.93,106,104.32,104.92
6/18/2020,105.38,107.2,104.1,106.97
6/19/2020,107.8,109,106.1,108.79
6/22/2020,109.8,110.29,108.71,109.56
6/23/2020,110,111.28,109.25,111
6/24/2020,111,111.91,109.22,109.53
6/25/2020,109,109.95,108.01,109.05
6/26/2020,109.58,110.6,109.33,110.24
6/29/2020,110.24,111.1,108.72,109.74
6/30/2020,110.95,110.95,109.25,109.52
07/01/20,110.92,111.2,108.75,111.04
07/02/20,111.11,112.47,111.11,112.1
07/03/20,112.65,112.89,112.14,112.51
07/06/20,113.88,114.56,112.8,114.28
07/07/20,114.28,114.97,113.43,114.65
07/08/20,114.65,115.2,113.6,113.85
07/09/20,113.85,115.2,113.85,115.07
07/10/20,114.1,115.07,113.86,114.38
7/13/2020,117,117,114.26,114.86
7/14/2020,114.79,115.1,112.4,112.93
7/15/2020,113.99,114.99,112.61,112.97
7/16/2020,113.99,114.24,112.53,114.08
7/17/2020,114.9,116.17,114.15,115.81
7/20/2020,116.1,118,116.05,117.06
7/21/2020,117.16,118.73,116.8,118.54
7/22/2020,119,119.2,117.35,118.11
7/23/2020,118.98,119.2,117.11,119.08
7/24/2020,118.3,119.3,117.71,118.99
7/27/2020,118.99,119.95,118,118.39
7/28/2020,119.25,120.19,117.7,120.02
7/29/2020,135.6,135.6,118.8,119.26
7/30/2020,120.45,120.45,117.79,117.96
7/31/2020,116.01,118.6,116.01,118.02
08/03/20,118.02,119.5,116.05,116.17
08/04/20,116.3,118.15,116.25,118
08/05/20,118.02,119.24,117.64,118.03
08/06/20,118.95,119.68,118.18,119.02
08/07/20,119.6,119.65,118.16,119.35
08/10/20,119.1,120.39,119.1,119.97
08/11/20,120.9,120.98,120.05,120.44
08/12/20,120.25,120.75,119.27,120.33
8/13/2020,121.27,121.44,119.91,120.49
8/14/2020,121,121.27,118.33,119.26
8/17/2020,120.45,120.9,119,119.88
8/18/2020,120.15,121.07,119.3,120.97
8/19/2020,122.5,122.5,121,121.13
8/20/2020,120.45,120.82,119.33,120.42
8/21/2020,121.99,121.99,120.5,121.11
8/24/2020,122.49,139.3,121.11,122
8/25/2020,122.98,124.99,121.36,121.93
8/26/2020,135,135,121.8,122.75
8/27/2020,139,139,122.55,122.91
8/28/2020,129,129,122.9,124.04
8/31/2020,139,139,120.45,121.03
09/01/20,134.88,134.88,120,122.15
09/02/20,125,125,121.56,122.75
09/03/20,129.88,129.88,122.11,122.73
09/04/20,121.25,122.05,102.26,121.12
09/07/20,134.88,134.88,119,121.27
09/08/20,133.88,133.88,120.65,120.85
09/09/20,120.75,120.75,115.05,120.34
09/10/20,129,129,116.8,121.94
09/11/20,134.88,134.88,121.54,122.13
9/14/2020,127,127,121.52,122.13
9/15/2020,127,127,122.1,122.9
9/16/2020,141.3,141.3,120,123.71
9/17/2020,125.66,125.66,122,122.72
9/18/2020,130,130,111.7,122.66
9/21/2020,127.4,127.4,118.85,119.92
9/22/2020,115,125,115,118.91
9/23/2020,130,130,117.8,118.95
9/24/2020,120,120,115.56,115.76
9/25/2020,116.85,118.11,115,117.87
9/28/2020,120,120,117.91,119.75
9/29/2020,130,130,119.41,119.82
9/30/2020,122,122.42,118.55,119.93
10/01/20,120.5,121.74,119.72,121.61
10/05/20,125,125,120.05,122.38
10/06/20,124,124.2,120,124.03
10/07/20,127.45,127.45,116.6,124.89
10/08/20,127,127,123.3,125.91
10/09/20,130,130,125.7,126.99
10/12/20,124,128.1,124,126.96
10/13/2020,129,130,126,127.02
10/14/2020,127.55,127.69,125.8,127.42
10/15/2020,128,128,124,124.81
10/16/2020,125.44,125.92,124.6,125.62
10/19/2020,130,130,124.61,126.81
10/20/2020,130,130,125.25,126.77
10/21/2020,130,130,125.41,126.98
10/22/2020,128,128,126,126.73
10/23/2020,128,128,126.73,127.11
10/26/2020,146.2,146.2,125.2,125.81
10/27/2020,109.5,129.99,109.5,126.81
10/28/2020,119.2,145.8,119.2,125.4
10/29/2020,129.5,139,124,124.72
10/30/2020,130,138,123.4,124.57
11/02/20,127.69,127.69,123.4,124.37
11/03/20,126,126.24,124.05,126.01
11/04/20,139,139,114.7,127.03
11/05/20,133,133,127.51,129.12
11/06/20,129,130.8,126.51,130.61
11/09/20,132,133,131.16,132.73
11/10/20,144.7,144.7,132.94,134.72
11/11/20,154.9,154.9,122.6,135.83
11/12/20,144.7,144.7,134.65,135.26
11/13/2020,140,140,130,135.79
11/17/2020,154.88,154.88,136.51,137.39
11/18/2020,136,149.88,136,137.9
11/19/2020,120,143.88,120,136.25
11/20/2020,137,137.33,135,137
11/23/2020,149,149,136.62,137.76
11/24/2020,147.88,147.88,129.5,139.38
11/25/2020,154.74,154.74,137.2,137.39
11/26/2020,144,144,136.6,138.24
11/27/2020,150,150,133.04,138.38
12/01/20,149.7,149.7,133.1,139.79
12/02/20,154,154,138.6,139.96
12/03/20,141.23,143,139.91,140.12
12/04/20,143.2,143.2,139.95,141.27
12/07/20,143,143,140.5,142.29
12/08/20,154,154,141.3,142.86
12/09/20,146,146,140.5,144.41
12/10/20,154,154,143,143.82
12/11/20,148,148,142.8,143.93
12/14/2020,144.99,145.7,143.45,144.32
12/15/2020,146,146,143.4,144.61
12/16/2020,159,159,144,145.82
12/17/2020,154.8,154.8,145.56,146.56
12/18/2020,159,159,145.4,146.96
12/21/2020,146.94,146.96,140.55,142.5
12/22/2020,146.4,146.4,129.7,143.82
12/23/2020,143.95,145.31,143.28,145.12
12/24/2020,154.7,154.7,144.45,146.52
12/28/2020,159,159,146.25,147.78
12/29/2020,148.4,148.95,148.1,148.77
12/30/2020,149.41,149.5,148.1,149.27
12/31/2020,148.15,149.95,148.15,149.07
01/01/21,159.68,159.68,147.65,149.57
01/04/21,150.59,150.9,148.95,150.71
01/05/21,159.7,159.7,149.75,151.3
01/06/21,159.7,159.7,145.58,151.22
01/07/21,155,155,151.01,151.2
01/08/21,168.88,168.88,151.73,152.88
01/11/21,158,159.7,153.11,154.38
01/12/21,154.44,155.47,153.9,155.32
1/13/2021,156.15,156.15,154.31,155.6
1/14/2021,155.5,155.92,154.52,155.76
1/15/2021,155.95,155.95,153.5,154.11
1/18/2021,160.25,164.8,152.08,152.56
1/19/2021,153.9,155.6,153.32,155.45
1/20/2021,155.42,156.85,155.12,156.75
1/21/2021,169.7,169.7,155.34,156.02
1/22/2021,156.98,156.99,153.7,153.91
1/25/2021,174.88,174.88,152.22,152.46
1/27/2021,157.7,157.7,140.2,149.48
1/28/2021,149,149,147,147.99
1/29/2021,164.74,164.74,145.6,146.1
02/01/21,150,153,146.24,152.52
02/02/21,154.33,162,153.12,156.1
02/03/21,164.4,164.4,155.21,157.66
02/04/21,174.7,174.7,156.51,158.69
02/05/21,159.27,159.99,158.48,159.05
02/08/21,179.7,179.7,159.35,161.03
02/09/21,161.67,162.7,160.76,161.23
02/10/21,161.83,161.92,160.15,161.46
02/11/21,161.17,162.64,160.94,162.06
02/12/21,162.35,162.7,161.3,162.17
2/15/2021,163.17,165,159.75,163.93
2/16/2021,169.88,169.88,162.71,163.54
2/17/2021,164.98,164.98,162.01,162.59
2/18/2021,172.59,172.59,161.57,161.89
2/19/2021,161.57,164.19,159.55,160.42
2/22/2021,160.75,162.19,156.71,157.18
2/23/2021,158.69,164.6,157.1,157.59
2/24/2021,157.59,163.85,157.1,160.15
2/25/2021,161.46,162.39,160.82,161.87
2/26/2021,157,163.62,154.55,156.15
03/01/21,161.99,161.99,156.8,158.01
03/02/21,159.41,159.99,158.01,159.57
03/03/21,161.14,163.31,160.39,162.98
03/04/21,165,165,160,161.2
03/05/21,160.33,161.18,158.3,159.66
03/08/21,163.64,183.6,159.66,160.04
03/09/21,161.18,161.8,159.85,161.47
03/10/21,164.94,164.94,161.56,162.16
03/12/21,163.99,163.99,159.89,160.63
3/15/2021,161,161.01,158.1,159.96
3/16/2021,163.19,164.6,159,159.79
3/17/2021,183.48,183.48,157.52,157.88
3/18/2021,159.49,159.49,155.31,156.12
3/19/2021,158.59,158.59,153.86,157.87
3/22/2021,178.88,178.88,137.3,157.33
3/23/2021,178.48,178.48,157.16,158.35
3/24/2021,174.88,174.88,155.91,156.09
3/25/2021,156.53,156.55,153.25,153.86
3/26/2021,183.48,183.48,154.11,155.21
3/30/2021,179.88,179.88,153.81,158.42
3/31/2021,177.48,177.48,156.8,157.16
04/01/21,137.05,177,137.05,158.7
04/05/21,156.01,174,155.01,156.96
04/06/21,152.3,159.98,152.1,157.39
04/07/21,159.4,159.4,155.61,158.82
04/08/21,159.8,160,154.1,158.87
04/09/21,159.6,159.6,158.1,158.78
04/12/21,179.88,179.88,150.1,154.08
4/13/2021,174.88,174.88,153.45,155.5
4/15/2021,174.88,174.88,152.41,155.93
4/16/2021,154.95,157.18,154.45,156.42
4/19/2021,156.18,156.23,151.77,154.09
4/20/2021,132,156.49,132,153.29
4/22/2021,169.83,169.83,151.92,154.27
4/23/2021,161,161,151.25,153.86
4/26/2021,158.4,158.4,153.91,155.17
4/27/2021,163,163,152.35,156.83
4/28/2021,158.64,159.09,155.36,158.9
4/29/2021,161.14,161.14,157.81,159.1
4/30/2021,157.94,158.68,155.15,157
05/03/21,156.49,157.42,154.56,156.97
05/04/21,164,164,155.15,155.55
05/05/21,158.9,158.9,151.35,156.81
05/06/21,163.5,163.5,156.2,157.54
05/07/21,159.4,159.4,155.2,158.53
05/10/21,160.4,160.4,158.55,159.69
05/11/21,159.2,159.31,157.74,158.94
05/12/21,161.9,161.9,157.24,157.69
5/14/2021,158.99,169,156.57,157.47
5/17/2021,155.6,159.72,155.6,159.52
5/18/2021,161.9,161.9,160,161.37
5/19/2021,161.37,162.9,160,160.67
5/20/2021,169,169,159.41,159.64
5/21/2021,174.9,174.9,159.75,162.1
5/24/2021,170,170,161.31,162.43
5/25/2021,178.88,178.88,162.01,162.53
5/26/2021,170,170,150.8,163.46
5/27/2021,170,170,162.23,164.12
5/28/2021,168.9,168.9,164,165.02
5/31/2021,179,179,155.1,166.79
06/01/21,179,179,166.42,166.88
06/02/21,166.75,167.6,164.41,167.29
06/03/21,167.3,177.7,167.3,168.17
06/04/21,174.9,174.9,159,168.15
06/07/21,174.4,174.4,168.15,168.63
06/08/21,169.64,169.64,167.2,168.57
06/09/21,174.4,174.4,159.3,167.59
06/10/21,174.39,174.39,165.05,168.6
06/11/21,173.9,173.9,167.2,169.33
6/14/2021,174.88,174.88,166.3,169.56
6/15/2021,173.98,174.4,169,170.27
6/16/2021,173.94,174.4,169.3,169.69
6/17/2021,179,179,168.1,168.79
6/18/2021,168.86,169.8,166.45,168.67
6/21/2021,168,169.39,166.5,169.07
6/22/2021,183.48,183.48,169.1,169.41
6/23/2021,173.8,173.8,168.5,168.68
6/24/2021,184.88,184.88,168.1,169.68
6/25/2021,170.68,170.68,165,170.4
6/28/2021,170.4,173.5,169.8,169.85
