Date,Open,High,Low,Close
8/21/2023,213.69,213.98,212,213.5
8/22/2023,218.11,218.11,213.1,213.43
8/23/2023,216.4,216.4,212.78,214.37
8/24/2023,218.47,218.47,213.33,213.77
8/25/2023,207.35,214.48,207.35,212.76
8/28/2023,217.47,217.47,211,212.87
8/29/2023,217.47,217.47,212.8,213.16
8/30/2023,217.47,217.47,207.65,213.54
8/31/2023,207.15,217.47,207.15,212.77
09/01/23,216.87,216.87,212,214.27
09/04/23,217.47,217.47,207.85,215.59
09/05/23,216.98,216.98,215.13,215.84
09/06/23,217.17,217.17,215.08,216.22
09/07/23,217.17,217.5,209.75,217.29
09/08/23,218.47,218.78,215.42,218.41
09/11/23,219.55,220.5,217.18,220.38
09/12/23,221.98,221.98,219.4,220.19
9/13/2023,221.59,221.8,219.45,221.43
9/14/2023,222.73,222.73,221,221.53
9/15/2023,222.73,222.81,221.11,222.57
9/18/2023,222.25,222.57,216,221.92
9/20/2023,220.99,221,219.3,219.6
9/21/2023,213,226.2,213,217.63
9/22/2023,219.63,219.63,216.38,216.81
9/25/2023,218.79,218.79,216.08,216.8
9/26/2023,217.92,217.92,215.18,216.57
9/27/2023,218.47,218.47,210.05,217.56
9/28/2023,218.98,218.98,215.45,215.77
9/29/2023,222.25,222.25,209.3,216.75
10/03/23,223.25,223.25,210.25,215.57
10/04/23,222.05,222.05,213.53,214.4
10/05/23,220.85,220.85,214.41,215.53
10/06/23,214,218.7,214,216.62
10/09/23,223.1,223.1,214.71,215.48
10/10/23,221.95,221.95,215.01,217.13
10/11/23,214.65,220.39,214.65,218.76
10/12/23,225.3,225.3,216.64,218.6
10/13/2023,220.75,220.75,216.63,218.07
10/16/2023,222,222,216.07,217.9
10/17/2023,224.45,224.45,212.25,218.55
10/18/2023,219.59,219.59,216.92,217.2
10/19/2023,220.5,223.7,210.7,216.67
10/20/2023,219.7,219.7,213.65,215.3
10/23/2023,221.75,221.75,212.65,213.17
10/25/2023,215,216.6,210.95,211.48
10/26/2023,213,214.49,208.36,208.74
10/27/2023,210.49,215,208.5,210.57
10/30/2023,211.4,211.99,209.41,211.52
10/31/2023,212,214,210.7,210.98
11/01/23,213.95,213.95,209.58,209.99
11/02/23,213.99,213.99,210,211.64
11/03/23,212.26,213.77,212.05,212.69
11/06/23,218.7,218.7,212.1,214.56
11/07/23,215.24,215.25,212.78,214.49
11/08/23,215,215.2,213.81,214.83
11/09/23,215.99,217,214.03,214.3
11/10/23,214.99,214.99,213.25,214.24
11/13/2023,215.9,215.99,214.3,214.55
11/15/2023,215.3,217.23,213.7,216.97
11/16/2023,217.99,219.25,216.6,218.16
11/17/2023,224,224,216,218.02
11/20/2023,218.99,218.99,217.07,217.35
11/21/2023,219.25,219.25,214,218.39
11/22/2023,219.3,219.3,216,218.53
11/23/2023,219,219.2,216.01,218.56
11/24/2023,225.1,225.1,218.19,218.48
11/28/2023,225.05,225.05,211.95,219.56
11/29/2023,221.99,221.99,219.31,221.66
11/30/2023,228.3,228.3,220.38,222.13
12/01/23,223.99,223.99,221,223.75
12/04/23,230.45,230.45,225.5,228.18
12/05/23,228.45,230.28,228.39,230.06
12/06/23,231.99,231.99,229.8,230.94
12/07/23,231.99,231.99,228.15,230.83
12/08/23,231.99,231.99,228,231.36
12/11/23,229.01,232.1,229.01,231.79
12/12/23,232.99,232.99,230.5,230.96
12/13/2023,231.99,231.99,229.63,231.15
12/14/2023,232,234.5,231.51,233.99
12/15/2023,236.25,237,234.01,236.62
12/18/2023,236.98,237,233.65,236.57
12/19/2023,237.99,237.99,235.33,236.7
12/20/2023,237.99,238.88,233,233.25
12/21/2023,226.25,238,226.25,234.6
12/22/2023,235.99,236.35,232.01,235.5
12/26/2023,236.99,237.3,234.88,236.93
12/27/2023,239.7,239.7,236.18,238.91
12/28/2023,240,240.5,238.88,240.16
12/29/2023,247.35,247.35,238,239.65
01/01/24,240.99,241.14,238.01,240.35
01/02/24,241,241,238,239.21
01/03/24,240,240,237.5,237.74
01/04/24,237.7,239.59,237.19,239.3
01/05/24,239.8,240,238.01,239.74
01/08/24,242,242,237.5,237.68
01/09/24,239.99,239.99,237.5,237.78
01/10/24,238.99,238.99,236.76,238.76
01/11/24,239.7,239.7,238.01,238.87
01/12/24,239.01,242.35,239.01,241.73
1/15/2024,241.73,244.3,241.73,244.07
1/16/2024,244.6,244.99,242.41,243.24
1/17/2024,240.99,243,238.1,238.38
1/18/2024,237.99,238.21,233.3,237.51
1/19/2024,239.99,239.99,237.75,239.15
1/23/2024,241.9,241.9,234.5,234.87
1/24/2024,235.68,237.59,233.5,237.29
1/25/2024,238,238,235.1,236.15
1/29/2024,238,240.4,236.15,240.05
1/30/2024,241.99,241.99,237.95,238.13
1/31/2024,238.78,240.48,237.5,240.26
02/01/24,241.99,241.99,239.48,240.03
02/02/24,243.4,244.28,240.01,241.3
02/05/24,248.55,248.55,239.9,240.24
02/06/24,247.45,247.45,237.65,242.01
02/07/24,249.25,249.25,234.75,242.35
02/08/24,242.35,243.38,239.9,240.28
02/09/24,240.9,241.02,239,240.78
02/12/24,241,242.5,238.97,239.32
2/13/2024,246.5,246.5,238.7,240.59
2/14/2024,239.9,241.99,237.55,241.55
2/15/2024,242.99,243,241.2,242.72
2/16/2024,244,244.23,242.58,243.99
2/19/2024,244.5,245.75,243.58,245.04
2/20/2024,246.99,246.99,243.01,245.37
2/21/2024,246,246.29,243.5,243.87
2/22/2024,244.5,246.21,242.45,245.79
2/23/2024,246.89,246.89,245.16,245.69
2/26/2024,245.5,246.5,244.02,244.87
2/27/2024,245,245.71,244,245.5
2/28/2024,242.3,246.88,242.3,243.07
2/29/2024,244.99,244.99,241.01,243.25
03/01/24,244.58,246.99,243.05,246.85
03/04/24,248.99,249.98,247.08,247.83
03/05/24,248.87,248.87,246.71,247.34
03/06/24,248.99,248.99,246.1,248.62
03/07/24,248.7,249,248.13,248.67
03/11/24,248.67,249.8,247.02,247.45
03/12/24,248.99,248.99,246.01,247.42
3/13/2024,248.89,248.89,242.75,243.71
3/14/2024,244.38,245.9,242.28,245.39
3/15/2024,244.9,245.38,242.66,243.8
3/18/2024,251.1,251.1,242.58,243.98
3/19/2024,243.97,243.98,241.37,241.6
3/20/2024,242.99,242.99,240.54,241.58
3/21/2024,243.8,248.85,242.18,243.99
3/22/2024,244.78,245.4,242.5,244.74
3/26/2024,243.25,246.1,241.75,243.79
3/27/2024,247,247,240.75,244.96
3/28/2024,246.1,248.69,243.88,246.96
04/01/24,254.35,254.35,246.48,248.19
04/02/24,248.97,249.48,246.65,248.65
04/03/24,248.99,249.48,246.18,248.59
04/04/24,249.59,250.6,247.23,249.23
04/05/24,248.11,250.17,248.1,249.05
04/08/24,250.47,250.95,248.18,250.75
04/09/24,251.8,252.58,250.38,250.74
04/10/24,254.69,254.69,246.2,251.57
04/12/24,251.99,253.1,249.21,249.56
4/15/2024,249.48,249.99,245.99,246.87
4/16/2024,246.99,246.99,244.65,245.52
4/18/2024,252.9,252.9,243.35,243.94
4/19/2024,243.48,245.7,241.31,245.53
4/22/2024,246.09,247.9,245.68,247.31
4/23/2024,249.99,249.99,246.5,247.82
4/24/2024,249.75,249.75,247.52,247.94
4/25/2024,248.99,249.95,246.28,249.27
4/26/2024,248.58,250.88,248.05,248.44
4/29/2024,246.3,251.4,246.3,250.59
4/30/2024,252.99,252.99,247.01,250.06
05/02/24,250.99,251.3,249.05,250.84
05/03/24,252.57,252.58,247.66,248.75
05/06/24,250.99,250.99,248,248.37
05/07/24,253.89,253.89,245.25,247.11
05/08/24,249.89,249.89,245.12,247.24
05/09/24,247.87,247.87,243.2,243.49
05/10/24,244.01,245.67,243.08,244.97
5/13/2024,252.3,252.3,242.27,245.16
5/14/2024,249.89,249.89,243.7,246.61
5/15/2024,249.59,249.59,245,246.42
5/16/2024,247.99,248.5,244.91,248.18
5/17/2024,249.99,249.99,247.01,248.73
5/21/2024,247.48,250.25,247.48,249.74
5/22/2024,250.99,250.99,249.29,250.36
5/23/2024,251.99,254.74,249.55,254.29
5/24/2024,254.67,255.71,253.08,254.98
5/27/2024,254.18,256.76,254.01,254.72
5/28/2024,255.57,255.58,254,254.2
5/29/2024,253.88,253.98,252.1,252.37
5/30/2024,253.85,253.85,249.51,250.35
5/31/2024,251.67,252.12,250,251.15
06/03/24,258.7,265,252.3,258.14
06/04/24,259.87,260.28,246.5,250.48
06/05/24,253.99,254.35,242.13,251.3
06/06/24,252.99,254.1,250.01,252.98
06/07/24,253.88,258.81,252.19,258.42
06/10/24,259.45,259.62,257.4,257.94
06/11/24,258.35,259.62,257.02,258.8
06/12/24,261.99,261.99,257.85,259.39
6/13/2024,260,260.74,259.28,260.3
6/14/2024,260.65,261,259.46,260.65
6/18/2024,260.68,262.5,260.65,261.56
6/19/2024,262.5,262.68,260.11,261.38
6/20/2024,261.95,262.35,260.48,261.72
6/21/2024,263.99,263.99,260.01,260.87
6/24/2024,260.49,261.94,259.1,261.66
6/25/2024,262.35,263.9,255,263.59
6/26/2024,264.78,265.25,262.18,265.01
6/27/2024,264.76,267.44,264.4,266.95
6/28/2024,267.88,268.5,266.95,267.48
07/01/24,267.99,269,267,268.3
07/02/24,271.99,271.99,268.05,269.03
07/03/24,269.38,271.38,269.15,270.23
07/04/24,271.49,271.7,270.18,270.53
07/05/24,271.99,271.99,269.31,270.53
07/08/24,270.12,271.45,269.6,270.04
07/09/24,270.19,271.49,269.62,271.38
07/10/24,272.28,272.28,268.61,270.92
07/11/24,274.99,274.99,269.52,270.75
07/12/24,271.59,273,270.62,271.94
7/15/2024,271.5,273.88,271.5,273.09
7/16/2024,273.19,274.15,272.4,273.55
7/18/2024,274.99,275.82,272.1,275.51
7/19/2024,276.48,276.48,273,273.29
7/22/2024,273.3,273.99,271.11,272.45
7/23/2024,272.75,273.5,268.11,272.64
7/24/2024,272.77,272.78,270.75,271.89
7/25/2024,270.78,272.3,269.28,271.92
7/26/2024,272.3,276.25,271.5,276.06
7/29/2024,276.9,278.2,276.1,276.68
7/30/2024,268.4,277.96,268.4,277.1
7/31/2024,277.2,278.09,276.8,277.75
08/01/24,273.01,279.11,273.01,278.33
08/02/24,276.67,277.28,275.5,275.69
08/05/24,272.99,273,266.56,269.48
08/06/24,271.88,272.94,267.2,267.61
08/07/24,269.5,271.44,269.18,271.1
08/08/24,270.75,271.18,268.75,269.33
08/09/24,271.5,272.33,270.81,271.59
08/12/24,271.77,272.8,270.25,271.44
8/13/2024,271.87,271.95,269.1,269.52
8/14/2024,269.95,270.5,269.1,269.34
8/16/2024,271.78,274.14,270.3,273.81
8/19/2024,274.39,275.48,273.9,274.43
8/20/2024,274.95,276.25,274.38,275.83
8/21/2024,275.95,276.34,275.02,276.12
8/22/2024,276.99,277.49,276.08,276.48
8/23/2024,275.78,277.15,275.78,276.6
8/26/2024,278,279.11,276.78,278.84
8/27/2024,279.15,279.35,278.09,278.7
8/28/2024,278.39,280.02,278.3,278.94
8/29/2024,280.6,280.6,278.38,280.1
8/30/2024,281.37,281.75,279.88,281.08
09/02/24,280.01,283.99,280.01,281.45
09/03/24,281.73,282.2,281.25,281.72
09/04/24,281.4,281.5,278.78,281.28
09/05/24,282,282.35,280.26,280.43
09/06/24,280.28,280.58,277.2,277.82
09/09/24,277.88,278.44,276.48,277.68
09/10/24,278.35,279.96,277.25,279.2
09/11/24,279.58,279.79,277.19,277.54
09/12/24,278.48,283.2,278.26,282.71
9/13/2024,283.65,283.75,281.71,283.19
9/16/2024,283.5,284.15,283,283.27
9/17/2024,283.47,284.1,282.83,283.89
9/18/2024,284.28,284.52,282.2,283.36
9/19/2024,283.38,285.7,283.38,283.92
9/20/2024,284.35,287.7,283.75,287.1
9/23/2024,288.06,290.1,287.41,289.34
9/24/2024,289.77,289.88,288.5,289.3
9/25/2024,289.38,290.43,288.51,290.09
9/26/2024,290.39,291.91,289.38,291.55
9/27/2024,291.95,292.5,291.35,291.97
9/30/2024,283.2,293.99,283.2,288.38
10/01/24,288.78,289.32,287.5,288.27
10/03/24,286.48,286.97,282.05,282.69
10/04/24,283.19,284.51,279.35,280.15
10/07/24,281.45,281.58,276.08,278.01
10/08/24,278.99,279.85,276.66,279.4
10/09/24,281.99,281.99,278.23,278.72
10/10/24,280.99,280.99,279,279.3
10/11/24,282,287.7,277.51,278.72
10/14/2024,280.99,280.99,278,280.76
10/15/2024,282,282.09,279.33,279.83
10/16/2024,281.99,281.99,278.16,278.5
10/17/2024,279.24,279.35,276.3,276.69
10/18/2024,278.99,278.99,274.5,277.53
10/21/2024,279.99,279.99,275.44,276.47
10/22/2024,276.28,277.73,273.23,273.56
10/23/2024,274.05,274.94,272.39,273.09
10/24/2024,273.78,273.78,271.92,272.12
10/25/2024,271.8,275,269,270.48
10/28/2024,272.99,273.73,269.8,271.97
10/29/2024,272.7,273.8,270.01,273.59
10/30/2024,273.98,273.98,271.82,272.16
10/31/2024,273.99,273.99,270.4,270.64
11/04/24,273.99,273.99,266.33,268.47
11/05/24,268.68,271,266.71,270.79
11/06/24,272.18,274.4,270.68,273.91
11/07/24,274,274.39,270.41,270.7
11/08/24,271.18,271.48,269.17,270.03
11/11/24,272.98,272.98,268.43,269.96
11/12/24,272.98,272.99,266.81,267.18
11/13/2024,268.98,268.99,263,263.64
11/14/2024,265.65,265.65,255.75,263.57
11/18/2024,264.99,265.08,261.25,262.47
11/19/2024,264.99,265.99,262.38,263.07
11/21/2024,264.95,264.95,260.52,261.29
11/22/2024,262.99,267.34,261.06,266.86
11/25/2024,270.99,271.8,269.31,270.73
11/26/2024,273.99,273.99,269.9,270.54
11/27/2024,272.99,272.99,270,271.54
11/28/2024,273.99,273.99,267.21,267.68
11/29/2024,269.99,270.56,267,269.88
12/02/24,271.99,271.99,267.5,271.38
12/03/24,271.98,273.2,271.22,272.98
12/04/24,273.94,274.1,272.1,273.43
12/05/24,273.45,277.53,271.8,275.92
12/06/24,277.99,277.99,275.04,275.88
12/09/24,276.99,276.99,274.69,275.14
12/10/24,276.78,276.78,274.11,274.68
12/11/24,275.99,275.99,273.01,274.97
12/12/24,275.99,276.24,273.01,274.1
12/13/2024,274.88,276.39,269.9,276.08
12/16/2024,276.89,276.89,274.8,275.48
12/17/2024,275.89,275.89,271.8,272.22
12/18/2024,271.61,272.99,270.15,270.7
12/19/2024,269.99,276.42,266.22,268.39
12/20/2024,267.11,269.32,263.7,264.15
12/23/2024,266.99,269,264.55,265.66
12/24/2024,264.62,266.88,264.62,265.49
12/26/2024,257.55,269.85,257.55,265.67
12/27/2024,265.05,267.5,265.05,266.39
12/30/2024,267.77,267.77,263.95,264.37
12/31/2024,262.7,265,262.51,264.47
01/01/25,264.47,266.28,263.5,265.59
01/02/25,266.99,270.23,265.2,269.89
01/03/25,270,270.99,268.06,268.41
01/06/25,268.05,269.6,263.61,264.48
01/07/25,266.25,266.25,263.71,265.16
01/08/25,265.95,266.04,262.8,264.92
01/09/25,264.75,265.5,262.9,263.15
01/10/25,263.25,263.87,261.15,262.22
1/13/2025,261.5,261.9,258.01,258.4
1/14/2025,260.95,260.95,258.45,259.26
1/15/2025,260.25,260.48,258.77,259.58
1/16/2025,260.95,261.7,260.01,260.72
1/17/2025,260.8,260.8,258.6,259.77
1/20/2025,259.77,261.88,259.41,261.29
1/21/2025,262.29,262.47,257.34,257.91
1/22/2025,259.8,259.8,257.18,258.85
1/23/2025,259,260.32,257.68,259.51
1/24/2025,260.3,260.95,257.7,258.19
1/27/2025,257.49,257.68,255.14,255.69
1/28/2025,257,259.14,255.95,257.33
1/29/2025,258.5,259.5,257.2,259.38
1/30/2025,259.05,260.98,259,260.22
1/31/2025,261,263.17,259.7,263
02/03/25,261.65,261.65,260,261.47
02/04/25,263,265.22,261.49,265.05
02/05/25,265.95,265.95,265,265.25
02/06/25,265.2,267.99,263.85,264.37
02/07/25,265.5,265.5,262.6,263.75
02/10/25,265.99,265.99,261.2,261.9
02/11/25,262.99,262.99,257.52,258.55
02/12/25,259.75,259.75,255.6,258.27
2/13/2025,259.99,260.49,257.73,258.17
2/14/2025,259.99,259.99,255.35,256.95
2/17/2025,257.95,257.95,255.01,257.11
2/18/2025,256.28,257.7,255.4,256.84
2/19/2025,257.99,258.44,255.62,256.89
2/20/2025,257.99,257.99,255.75,256.85
2/21/2025,257.99,257.99,254.8,255.53
2/24/2025,255.2,255.2,252.5,252.87
2/25/2025,252.98,253.58,252.31,252.75
2/27/2025,253.8,253.8,252.06,252.56
2/28/2025,252.95,252.95,248.08,248.45
03/03/25,255.9,255.9,246.64,248.05
03/04/25,247.74,247.78,246.08,247.49
03/05/25,248.7,251,246.3,250.48
03/06/25,252.9,252.9,249.43,252.75
03/07/25,252.7,253.74,251.7,252.84
03/10/25,252,254.95,251.4,251.75
03/11/25,251.99,252.4,249.91,252.08
03/12/25,253.99,253.99,250.35,251.74
3/13/2025,252.9,252.9,250.8,251.06
3/18/2025,254.89,256,252.66,255.82
3/19/2025,256.8,256.94,255.48,256.7
3/20/2025,258.99,259.6,256.7,259.32
3/21/2025,260,261.59,258.58,261.09
